x y z nx ny nz
-0.052697 0.035896 0.636538 -0.717909 0.677439 -0.160258
-0.044106 0.038493 0.636008 -0.123046 0.991424 -0.044019
-0.035986 0.039038 0.636012 -0.014912 0.999292 -0.034539
-0.028228 0.038770 0.636288 0.055067 0.997865 -0.035127
-0.020069 0.037323 0.636017 0.183814 0.981782 -0.048134
-0.012218 0.035320 0.635956 0.294638 0.954355 -0.048941
-0.005310 0.033133 0.636043 0.362347 0.931412 -0.034298
-0.037235 0.040079 0.636526 -0.027089 0.999169 -0.030461
-0.010567 -0.024510 0.644520 -0.204668 -0.977319 0.054397
-0.004146 -0.025447 0.644532 -0.120557 -0.991453 0.049868
0.004260 -0.026050 0.644330 -0.038245 -0.999260 0.004184
0.011948 -0.025598 0.643483 0.092347 -0.995312 -0.028747
0.019241 -0.025090 0.643933 0.299872 -0.953692 -0.023413
-0.032885 -0.016478 0.643903 -0.445167 -0.893898 0.052654
-0.027927 -0.018251 0.644319 -0.412583 -0.908270 0.069429
-0.019934 -0.021503 0.644308 -0.331983 -0.941163 0.063243
-0.013448 -0.023332 0.644745 -0.242112 -0.967384 0.074494
0.023084 -0.022638 0.644145 0.774369 -0.631943 -0.031631
0.025247 -0.018673 0.643940 0.901721 -0.432094 -0.013974
-0.042705 -0.009935 0.644484 -0.559084 -0.827251 0.055514
-0.036272 -0.013987 0.644315 -0.492672 -0.867172 0.072713
-0.031730 -0.015707 0.646698 -0.446890 -0.889464 0.095621
0.028142 -0.012098 0.644006 0.916904 -0.399026 -0.008137
-0.051341 -0.002794 0.644428 -0.671115 -0.741321 -0.006917
-0.046703 -0.006936 0.644291 -0.628060 -0.776597 0.049363
0.030953 -0.005242 0.643917 0.942949 -0.332479 -0.017446
0.032343 -0.001404 0.644467 0.989359 -0.142013 -0.031651
-0.057933 0.004859 0.643936 -0.781582 -0.621800 -0.049950
-0.055199 0.001008 0.643811 -0.755372 -0.654910 -0.022478
0.029676 0.004824 0.643674 0.836741 0.545597 -0.046795
0.032389 0.001176 0.643918 0.986748 0.160121 -0.026265
-0.062649 0.011690 0.644067 -0.958319 -0.283611 -0.034498
0.022403 0.013815 0.643968 0.700742 0.713344 -0.010043
0.025532 0.010391 0.644084 0.774875 0.631722 -0.022296
-0.061281 0.020029 0.644123 -0.938038 0.346487 -0.005597
0.013171 0.021948 0.644598 0.602620 0.796441 0.050301
0.017992 0.018004 0.644207 0.669012 0.743028 0.018224
-0.057993 0.027793 0.643925 -0.906639 0.421901 -0.002451
-0.055545 0.031703 0.645098 -0.852758 0.522007 -0.017689
-0.002139 0.031225 0.644958 0.421411 0.904816 0.061007
0.004217 0.028166 0.644309 0.488919 0.870355 0.058647
0.009248 0.025073 0.644549 0.560753 0.825977 0.057605
-0.056195 0.032314 0.644575 -0.892281 0.451470 -0.002964
-0.052894 0.036067 0.643966 -0.704043 0.709763 -0.023669
-0.043738 0.038662 0.643934 -0.112582 0.992651 -0.044371
-0.036151 0.039177 0.643258 -0.017819 0.999402 -0.029619
-0.027918 0.038988 0.644091 0.079028 0.996872 -0.001021
-0.020086 0.037687 0.644373 0.194631 0.980355 0.031981
-0.012066 0.035498 0.644426 0.301028 0.952283 0.050394
-0.005323 0.033281 0.643798 0.372314 0.926960 0.046129
-0.036668 0.040049 0.645162 -0.021339 0.999658 -0.015129
-0.009405 -0.024335 0.650419 -0.193233 -0.973019 0.126073
-0.003575 -0.024818 0.651679 -0.141139 -0.981885 0.126418
0.003904 -0.025555 0.651998 -0.075257 -0.991995 0.101400
0.011748 -0.025860 0.652008 0.022289 -0.998941 0.040240
0.019264 -0.025205 0.652205 0.349622 -0.936785 0.014063
-0.032531 -0.016289 0.649671 -0.448482 -0.885845 0.118922
-0.027334 -0.017665 0.651974 -0.407515 -0.904922 0.122667
-0.019926 -0.020676 0.652048 -0.329153 -0.935941 0.125192
-0.012329 -0.022867 0.652277 -0.233691 -0.964333 0.124299
-0.006008 -0.023703 0.653504 -0.165873 -0.978033 0.126245
0.023020 -0.022727 0.652248 0.768997 -0.638627 0.028252
0.025247 -0.018641 0.651931 0.902324 -0.430323 0.025156
-0.042170 -0.009373 0.651576 -0.555964 -0.819491 0.139059
-0.036118 -0.013020 0.652071 -0.499145 -0.856282 0.132798
-0.031088 -0.015474 0.653090 -0.447523 -0.884726 0.130318
0.028206 -0.012033 0.652179 0.917008 -0.398191 0.023242
-0.050960 -0.002656 0.651838 -0.631359 -0.767747 0.109318
-0.045896 -0.006405 0.652288 -0.582260 -0.800851 0.140039
0.030944 -0.005310 0.652253 0.938394 -0.344370 0.028725
0.032363 -0.001512 0.652090 0.987763 -0.153786 0.025958
-0.058672 0.004776 0.652143 -0.745793 -0.665986 0.015989
-0.054845 0.000923 0.652325 -0.684899 -0.725486 0.067702
0.030144 0.005117 0.651916 0.840284 0.542143 0.001817
0.032500 0.001239 0.651948 0.980049 0.197243 0.024481
-0.062837 0.011801 0.652058 -0.975319 -0.220327 0.014435
0.021695 0.014075 0.652207 0.662549 0.744626 0.080994
0.025890 0.010148 0.652143 0.717490 0.695612 0.036493
-0.061236 0.019980 0.652059 -0.933827 0.356254 0.032416
0.007883 0.023963 0.654750 0.557816 0.821074 0.121155
0.012838 0.021198 0.652403 0.590914 0.797804 0.119702
0.017713 0.017563 0.651495 0.628850 0.770009 0.107856
-0.057895 0.027774 0.652174 -0.908036 0.417262 0.036921
-0.055703 0.031148 0.652511 -0.870150 0.491225 0.039204
-0.002859 0.030813 0.652605 0.410935 0.904066 0.117461
0.003957 0.027383 0.651967 0.494223 0.861441 0.116891
0.009105 0.024543 0.650330 0.550024 0.826720 0.118353
-0.056127 0.032376 0.650344 -0.897158 0.441196 0.021312
-0.052950 0.036066 0.652197 -0.730120 0.682468 0.034093
-0.043805 0.039161 0.652173 -0.086420 0.996235 0.006812
-0.035925 0.039054 0.651939 0.036637 0.997504 0.060358
-0.028045 0.038360 0.651876 0.124778 0.987693 0.094301
-0.020007 0.036914 0.651919 0.210667 0.971298 0.110448
-0.012013 0.034633 0.652156 0.302602 0.946276 0.113992
-0.006086 0.032979 0.651082 0.363794 0.924739 0.111856
-0.037300 0.040029 0.648316 -0.013404 0.999541 0.027179
-0.002648 -0.024388 0.658548 -0.138201 -0.984522 0.107777
0.004159 -0.024844 0.659641 -0.111615 -0.990706 0.077740
0.012058 -0.025434 0.660018 -0.007756 -0.999138 0.040779
0.018766 -0.025063 0.659962 0.355339 -0.931173 0.081557
-0.026457 -0.017068 0.659704 -0.403824 -0.907670 0.114286
-0.020089 -0.019500 0.660090 -0.337819 -0.934734 0.110225
-0.011958 -0.022059 0.659942 -0.233104 -0.966350 0.108768
-0.004537 -0.023333 0.660462 -0.157471 -0.982480 0.099677
0.001346 -0.023821 0.661365 -0.138937 -0.987067 0.079974
0.022575 -0.021992 0.660674 0.787306 -0.599877 0.142467
0.024927 -0.018139 0.659635 0.891988 -0.435801 0.120146
-0.041234 -0.008847 0.659151 -0.552772 -0.824958 0.117844
-0.036025 -0.011869 0.659987 -0.506692 -0.854197 0.116665
-0.030153 -0.014993 0.660364 -0.446439 -0.887614 0.113288
0.027539 -0.012177 0.660226 0.910025 -0.395723 0.123519
-0.050586 -0.001890 0.659798 -0.595454 -0.798440 0.089047
-0.044931 -0.005864 0.660146 -0.576654 -0.809903 0.107362
0.030614 -0.004379 0.660285 0.946956 -0.291032 0.136288
0.032323 -0.001233 0.658194 0.994298 -0.033731 0.101161
-0.058635 0.005107 0.659950 -0.730800 -0.681903 0.030655
-0.054482 0.001337 0.660137 -0.638862 -0.767381 0.054600
0.030464 0.003885 0.660411 0.923537 0.373629 0.086492
0.032356 0.001055 0.658394 0.982670 0.158822 0.095574
-0.062356 0.011988 0.660096 -0.985060 -0.132837 0.109597
0.021134 0.013608 0.659900 0.628912 0.774610 0.066703
0.025852 0.009650 0.659668 0.693653 0.719398 0.036216
-0.060560 0.020006 0.660113 -0.926457 0.352806 0.131169
0.007223 0.023779 0.661385 0.545683 0.832401 0.096637
0.012124 0.020523 0.659925 0.588666 0.802485 0.097418
0.017215 0.016709 0.659677 0.606353 0.790003 0.090730
-0.057534 0.027196 0.659941 -0.899976 0.416882 0.127483
-0.055501 0.030681 0.661164 -0.877415 0.455541 0.150418
-0.008682 0.031879 0.660388 0.352471 0.929334 0.110010
-0.003730 0.030194 0.660107 0.406361 0.906711 0.112900
0.003615 0.026466 0.659819 0.492755 0.863122 0.110507
0.008668 0.024912 0.658617 0.495650 0.861698 0.108668
-0.052555 0.035608 0.660069 -0.737532 0.661621 0.135293
-0.043956 0.038770 0.660065 -0.083720 0.995314 0.048373
-0.035977 0.038492 0.659862 0.071486 0.995503 0.062163
-0.027884 0.037524 0.660041 0.146223 0.985576 0.085194
-0.019825 0.035937 0.660056 0.223290 0.969996 0.096172
-0.012358 0.033852 0.659827 0.309106 0.944661 0.109862
-0.006941 0.032586 0.658374 0.358147 0.925930 0.119935
-0.000852 -0.024175 0.666042 -0.160424 -0.985558 0.054215
0.004763 -0.024591 0.667842 -0.147980 -0.988865 0.015766
0.012316 -0.025285 0.668176 0.066598 -0.996497 0.050588
0.017666 -0.024656 0.667498 0.423417 -0.891391 0.161679
-0.025483 -0.016731 0.667726 -0.402511 -0.912253 0.076019
-0.020088 -0.018737 0.668007 -0.344424 -0.936054 0.071939
-0.012014 -0.021280 0.667995 -0.243940 -0.967470 0.067042
-0.004170 -0.022912 0.668088 -0.174021 -0.983429 0.050841
0.001787 -0.023650 0.667949 -0.167753 -0.985400 0.029080
0.021421 -0.020637 0.668457 0.778055 -0.578221 0.245542
0.024414 -0.016885 0.666193 0.874014 -0.438527 0.209268
-0.040693 -0.008484 0.666901 -0.542207 -0.837007 0.073694
-0.035993 -0.010978 0.667918 -0.508640 -0.857702 0.075051
-0.029161 -0.014688 0.668157 -0.444381 -0.892662 0.075360
0.023573 -0.015332 0.671121 0.857243 -0.430652 0.282265
0.026190 -0.011871 0.667952 0.890557 -0.391986 0.230772
-0.050249 -0.001591 0.668038 -0.563082 -0.826007 0.025514
-0.044315 -0.005510 0.667969 -0.561377 -0.825914 0.052177
-0.039858 -0.007930 0.668555 -0.540796 -0.838750 0.063547
0.029186 -0.004005 0.668040 0.934179 -0.263122 0.240989
0.032723 -0.000288 0.664395 0.902005 0.415700 0.116541
-0.058568 0.005230 0.667900 -0.771876 -0.633601 0.052511
-0.054129 0.001334 0.667899 -0.607585 -0.794230 0.006271
0.029716 0.003561 0.668316 0.960220 0.209383 0.184760
0.032769 0.000569 0.664299 0.828959 0.556608 0.054896
-0.061030 0.011988 0.668053 -0.976276 -0.022590 0.215350
0.020451 0.013738 0.668100 0.604888 0.796174 0.014753
0.025985 0.009402 0.668016 0.718048 0.695386 0.029060
-0.058931 0.020104 0.668155 -0.910363 0.337686 0.239182
-0.055514 0.023989 0.671374 -0.869464 0.408226 0.278179
0.006869 0.023409 0.668367 0.534755 0.842612 0.063574
0.011922 0.020027 0.667897 0.573474 0.817849 0.047443
0.016667 0.016603 0.666973 0.590606 0.805991 0.039525
-0.056897 0.025852 0.667045 -0.885661 0.408242 0.221228
-0.054582 0.029108 0.668801 -0.854777 0.451620 0.255725
-0.009198 0.031361 0.668486 0.358982 0.930674 0.070552
-0.003904 0.029515 0.667992 0.409464 0.909244 0.074926
0.003044 0.026067 0.667602 0.481165 0.873463 0.074442
-0.051161 0.035077 0.668001 -0.738208 0.627423 0.247767
-0.044412 0.038400 0.668396 -0.212286 0.971586 0.104663
-0.035808 0.038105 0.667878 0.093021 0.995273 0.027916
-0.027798 0.036935 0.668039 0.163999 0.985351 0.046776
-0.019889 0.035302 0.668049 0.238925 0.968991 0.063013
-0.012680 0.033261 0.668118 0.315037 0.946530 0.069523
-0.007148 0.032148 0.667301 0.365096 0.927494 0.080376
-0.000570 -0.024094 0.673257 -0.188856 -0.981956 0.009819
0.004864 -0.024667 0.675967 -0.154188 -0.987995 -0.009575
0.011753 -0.024984 0.675873 0.208740 -0.972308 0.105094
0.016668 -0.024265 0.672962 0.502861 -0.832556 0.232340
-0.025098 -0.016482 0.675739 -0.404108 -0.913673 0.043566
-0.020169 -0.018247 0.675962 -0.351144 -0.935425 0.040958
-0.012155 -0.020850 0.676050 -0.256100 -0.966068 0.033560
-0.004121 -0.022691 0.676116 -0.202317 -0.979237 0.012720
0.001655 -0.023596 0.675734 -0.196166 -0.980551 -0.006261
0.015136 -0.023408 0.677862 0.528380 -0.821091 0.215928
0.019170 -0.019982 0.675787 0.763601 -0.571973 0.299600
-0.040756 -0.008299 0.674957 -0.525772 -0.849859 0.036113
-0.035886 -0.010521 0.675961 -0.502540 -0.863545 0.041766
-0.028764 -0.014383 0.676122 -0.444035 -0.894938 0.043797
0.022640 -0.013143 0.676834 0.857218 -0.421635 0.295637
0.024974 -0.010138 0.674532 0.876132 -0.374316 0.303776
-0.050448 -0.001451 0.676039 -0.543778 -0.839147 -0.011751
-0.044090 -0.005418 0.675958 -0.536853 -0.843518 0.016311
-0.039631 -0.007830 0.677785 -0.518034 -0.854786 0.031333
0.026649 -0.004068 0.675888 0.913546 -0.271327 0.303010
-0.057827 0.005269 0.675946 -0.874075 -0.470319 0.121623
-0.054263 0.001340 0.676002 -0.632402 -0.774628 -0.004355
0.027965 0.003548 0.676040 0.966339 0.078431 0.245027
-0.058865 0.012035 0.675928 -0.956361 0.078047 0.281571
0.020745 0.013640 0.676068 0.605291 0.795946 -0.009653
0.025669 0.009633 0.676205 0.810745 0.581202 0.069974
-0.057204 0.019083 0.675173 -0.895850 0.319242 0.309090
-0.055051 0.021834 0.677555 -0.876613 0.375715 0.300644
0.006554 0.023170 0.676106 0.516342 0.855836 0.030584
0.011844 0.019898 0.675800 0.551215 0.834219 0.015511
0.016786 0.016446 0.676485 0.567099 0.823623 -0.006644
-0.056272 0.024106 0.672666 -0.868741 0.393707 0.300472
-0.052690 0.028014 0.675928 -0.832111 0.456714 0.314648
-0.047998 0.031245 0.679181 -0.718369 0.646053 0.257994
-0.009724 0.031109 0.676803 0.362946 0.931130 0.035597
-0.004208 0.029206 0.675950 0.411305 0.910500 0.042635
0.002867 0.025611 0.675555 0.474485 0.879288 0.041429
-0.049439 0.033869 0.675266 -0.755071 0.571261 0.321760
-0.044773 0.036969 0.676650 -0.494688 0.840770 0.219975
-0.036154 0.038170 0.675716 0.071790 0.997271 0.017234
-0.028217 0.036699 0.675906 0.177384 0.984069 0.012000
-0.020071 0.034988 0.676077 0.241527 0.970057 0.025553
-0.013210 0.033195 0.676081 0.313743 0.948886 0.034348
-0.000262 -0.024207 0.686573 -0.220156 -0.975439 -0.007040
0.004839 -0.024750 0.684062 -0.100003 -0.994975 0.004862
0.010281 -0.024732 0.683596 0.295270 -0.950214 0.099540
-0.024837 -0.016387 0.683232 -0.404832 -0.914055 0.024803
-0.019935 -0.018081 0.683992 -0.351278 -0.936027 0.021374
-0.011926 -0.020683 0.684023 -0.265477 -0.963944 0.018296
-0.004108 -0.022627 0.683992 -0.227286 -0.973826 0.001942
0.001566 -0.023666 0.683992 -0.211042 -0.977404 -0.011935
0.014159 -0.022367 0.684424 0.643189 -0.743589 0.182710
0.017613 -0.018418 0.683570 0.810919 -0.541279 0.222325
-0.040404 -0.008379 0.684762 -0.504448 -0.863054 0.025874
-0.035740 -0.010284 0.683985 -0.497030 -0.867226 0.029671
-0.028404 -0.014255 0.684132 -0.446467 -0.894410 0.026410
0.021127 -0.012105 0.683879 0.876015 -0.437418 0.203133
0.024248 -0.008368 0.680918 0.905463 -0.340971 0.252734
-0.050443 -0.001597 0.684097 -0.533203 -0.845926 -0.010196
-0.044049 -0.005343 0.683932 -0.510887 -0.859574 0.011277
-0.039722 -0.007670 0.684364 -0.506140 -0.862100 0.024616
0.023439 -0.006022 0.684997 0.928535 -0.321084 0.186356
0.024933 -0.002778 0.683141 0.940337 -0.259765 0.219748
-0.056875 0.005732 0.683646 -0.950277 -0.279937 0.136416
-0.054586 0.001683 0.684135 -0.755567 -0.653979 0.037820
0.026049 0.003842 0.683863 0.981629 -0.021576 0.189578
-0.056924 0.011396 0.683320 -0.964589 0.143767 0.221130
-0.055553 0.014141 0.685901 -0.949086 0.253894 0.186478
0.021109 0.013548 0.683856 0.661305 0.750116 0.001435
0.025116 0.009596 0.683893 0.887312 0.454103 0.080418
-0.056282 0.016739 0.680826 -0.917549 0.291779 0.270128
-0.054067 0.020033 0.683891 -0.908310 0.358551 0.215438
0.006534 0.023029 0.684023 0.502887 0.864235 0.014247
0.012161 0.019529 0.684031 0.537553 0.843230 -0.000651
0.016797 0.016608 0.684180 0.550343 0.834814 -0.014473
-0.050383 0.027600 0.683506 -0.841119 0.490656 0.227543
-0.047393 0.031150 0.685355 -0.795490 0.571298 0.202026
-0.010259 0.031279 0.683511 0.366081 0.930444 0.016064
-0.004232 0.028901 0.684184 0.415770 0.909261 0.019494
0.002534 0.025677 0.684075 0.464630 0.885250 0.021243
-0.048406 0.032570 0.680602 -0.794362 0.537050 0.283843
-0.044428 0.035337 0.684009 -0.661546 0.723234 0.198217
-0.036573 0.038071 0.683927 -0.058441 0.997484 0.040119
-0.027888 0.036764 0.684171 0.190504 0.981660 -0.007242
-0.019875 0.034865 0.683707 0.252885 0.967478 0.005922
-0.013461 0.033027 0.684404 0.327244 0.944845 0.013384
-0.000692 -0.024077 0.690754 -0.231442 -0.972848 0.000775
0.004695 -0.024726 0.692115 -0.045062 -0.998925 0.010875
0.009474 -0.024486 0.691705 0.355744 -0.933128 0.052130
-0.024946 -0.016338 0.691932 -0.406504 -0.913529 0.014852
-0.020025 -0.017918 0.691935 -0.355467 -0.934612 0.012000
-0.012004 -0.020580 0.691978 -0.271223 -0.962462 0.010281
-0.004149 -0.022594 0.692066 -0.242059 -0.970245 0.005717
0.001148 -0.023661 0.691937 -0.224173 -0.974548 -0.001504
0.013371 -0.021602 0.691868 0.689467 -0.719449 0.083840
0.016808 -0.017383 0.691711 0.824176 -0.558829 0.091889
-0.040125 -0.008306 0.695549 -0.496741 -0.867654 0.020595
-0.035627 -0.010139 0.692005 -0.496419 -0.867829 0.020999
-0.028372 -0.014073 0.692064 -0.452231 -0.891770 0.015279
-0.023899 -0.015874 0.692644 -0.406673 -0.913511 0.010684
0.019842 -0.012191 0.691846 0.883694 -0.461178 0.080003
-0.050550 -0.001605 0.692045 -0.535542 -0.844495 0.004758
-0.044046 -0.005262 0.691999 -0.494125 -0.869273 0.014306
-0.039483 -0.007649 0.692359 -0.497222 -0.867401 0.019630
0.022982 -0.004569 0.692075 0.952607 -0.294637 0.075690
0.024259 -0.001122 0.690445 0.967602 -0.229889 0.104394
-0.056267 0.006215 0.690916 -0.979583 -0.184429 0.080024
-0.054793 0.003097 0.692204 -0.895316 -0.443515 0.041269
0.024882 0.003766 0.691859 0.993757 -0.078980 0.078793
-0.056263 0.009248 0.689744 -0.990326 0.060851 0.124706
-0.055155 0.012388 0.692178 -0.975374 0.202553 0.087283
0.021522 0.013237 0.692039 0.726606 0.687026 0.006198
0.024686 0.009181 0.691485 0.938226 0.343135 0.044606
-0.052863 0.019867 0.691709 -0.924113 0.371575 0.089150
0.006132 0.023252 0.691458 0.488015 0.872790 0.008850
0.011983 0.019898 0.692013 0.520716 0.853725 0.002946
0.017087 0.016780 0.692105 0.539606 0.841917 -0.001430
-0.049582 0.026464 0.691517 -0.858508 0.503318 0.098151
-0.046793 0.030459 0.692125 -0.807900 0.581539 0.095447
-0.010379 0.031180 0.692442 0.363471 0.931584 0.006349
-0.004160 0.028700 0.691955 0.420847 0.907088 0.008904
0.001982 0.025616 0.691962 0.461315 0.887166 0.011200
-0.043423 0.034768 0.691751 -0.693451 0.715049 0.088489
-0.036306 0.037948 0.692141 -0.138165 0.990180 0.021298
-0.028113 0.036807 0.691971 0.189683 0.981816 -0.007649
-0.020060 0.034881 0.691944 0.264987 0.964252 -0.000273
-0.013264 0.032939 0.691687 0.336297 0.941730 0.007055
-0.000432 -0.024146 0.698151 -0.230900 -0.972834 0.016697
0.004753 -0.024690 0.699970 -0.050964 -0.998642 0.010785
0.009295 -0.024470 0.699994 0.326838 -0.944784 -0.023651
-0.024726 -0.016280 0.700058 -0.409506 -0.912272 0.008063
-0.019949 -0.017843 0.699970 -0.353768 -0.935300 0.007849
-0.011957 -0.020481 0.699947 -0.270531 -0.962625 0.012860
-0.004078 -0.022534 0.700032 -0.242564 -0.969987 0.016982
0.001430 -0.023627 0.700253 -0.222362 -0.974720 0.021808
0.013249 -0.021550 0.699729 0.674064 -0.736972 -0.050106
0.016855 -0.017220 0.700191 0.831569 -0.551648 -0.064630
-0.040057 -0.008368 0.700424 -0.490925 -0.870948 0.021040
-0.035412 -0.010065 0.700094 -0.500013 -0.865879 0.015518
-0.028227 -0.014034 0.699985 -0.456756 -0.889534 0.010165
-0.023447 -0.015875 0.700807 -0.402919 -0.915218 0.005653
0.019813 -0.012125 0.699816 0.884562 -0.463313 -0.053771
-0.050393 -0.001549 0.700065 -0.527773 -0.849016 0.025065
-0.043940 -0.005181 0.699958 -0.491410 -0.870694 0.020215
-0.039359 -0.007570 0.700219 -0.497151 -0.867476 0.018038
0.022956 -0.004606 0.699629 0.952774 -0.298378 -0.056495
0.024289 -0.000763 0.701000 0.970176 -0.226385 -0.086649
-0.056168 0.006420 0.701056 -0.985497 -0.160159 -0.056079
-0.054720 0.003072 0.699967 -0.882732 -0.469691 -0.013233
0.023965 0.001266 0.697340 0.984130 -0.177278 -0.007794
0.024879 0.004013 0.699749 0.995545 -0.071396 -0.061590
-0.056151 0.009192 0.703235 -0.989986 0.082582 -0.114488
-0.055078 0.012071 0.699740 -0.979076 0.196031 -0.054599
0.021557 0.013264 0.699838 0.717824 0.696205 -0.005311
0.024524 0.009544 0.699467 0.934837 0.353318 -0.035318
-0.052648 0.019917 0.699632 -0.926084 0.374367 -0.047096
0.006588 0.022885 0.700187 0.493155 0.869941 0.000678
0.012189 0.019481 0.699937 0.525115 0.850990 0.008383
0.017124 0.016507 0.699798 0.543072 0.839626 0.010020
-0.049514 0.026262 0.699822 -0.863349 0.502001 -0.051209
-0.046912 0.030178 0.699415 -0.821662 0.567995 -0.047470
-0.010162 0.031139 0.700113 0.376477 0.926416 -0.004250
-0.004178 0.028717 0.699927 0.422508 0.906353 -0.003295
0.002918 0.025268 0.699760 0.465759 0.884911 -0.000630
-0.043220 0.034860 0.700018 -0.700247 0.711371 -0.060042
-0.036341 0.037967 0.699984 -0.111708 0.993637 -0.014398
-0.028116 0.036927 0.700093 0.186560 0.982444 -0.000226
-0.020130 0.034897 0.699945 0.262300 0.964986 -0.001327
-0.013763 0.033074 0.699943 0.329840 0.944031 -0.003368
0.005103 -0.024598 0.707747 -0.091752 -0.995412 0.027144
0.010020 -0.024569 0.708253 0.231191 -0.971282 -0.056228
-0.024668 -0.016376 0.707253 -0.406186 -0.913765 0.006843
-0.019991 -0.017776 0.707957 -0.351469 -0.936167 0.007765
-0.012048 -0.020358 0.708064 -0.266146 -0.963847 0.012883
