x y z nx ny nz
-0.012265 0.036778 0.632972 0.035934 -0.033886 0.998779
-0.004314 0.036452 0.632543 0.054559 -0.037873 0.997792
0.000630 0.037646 0.632277 0.061366 -0.037289 0.997418
0.014809 0.032283 0.633505 0.908685 -0.370011 -0.193349
0.017300 0.036104 0.637264 0.950576 -0.292625 -0.103805
-0.060188 0.043965 0.636958 -0.986007 -0.105634 -0.128964
-0.048286 0.041404 0.632107 -0.104618 -0.014272 0.994410
-0.043056 0.044062 0.632545 -0.071942 -0.011849 0.997338
-0.035914 0.044317 0.632945 -0.041922 -0.010503 0.999066
-0.028079 0.043931 0.633103 -0.014471 -0.015374 0.999777
-0.020128 0.043929 0.633140 0.005832 -0.010274 0.999930
-0.012275 0.044173 0.632995 0.034729 -0.018672 0.999222
-0.004709 0.044398 0.632758 0.046672 -0.024653 0.998606
0.001306 0.043451 0.632387 0.074013 -0.024642 0.996953
0.018576 0.042744 0.636441 0.977411 -0.129759 -0.166822
-0.060117 0.051980 0.636803 -0.983274 0.103176 -0.150092
-0.048641 0.053051 0.632055 -0.108980 0.036348 0.993379
-0.043080 0.052217 0.632508 -0.074264 0.025206 0.996920
-0.035660 0.051892 0.632915 -0.043785 0.011805 0.998971
-0.028191 0.051921 0.633159 -0.017967 0.002384 0.999836
-0.020068 0.052012 0.633188 0.006039 -0.008010 0.999950
-0.012161 0.051927 0.633086 0.026667 -0.005277 0.999630
-0.004886 0.051898 0.632766 0.058651 0.006170 0.998260
0.002190 0.052128 0.632221 0.085828 0.009417 0.996265
0.018652 0.051695 0.636636 0.979741 0.135101 -0.147835
-0.058329 0.060035 0.636871 -0.940250 0.306747 -0.147773
-0.042666 0.059758 0.632316 -0.087110 0.046743 0.995101
-0.035925 0.060047 0.632743 -0.065911 0.032506 0.997296
-0.028082 0.060149 0.633131 -0.027995 0.013300 0.999520
-0.019945 0.060188 0.633253 0.004132 0.009598 0.999945
-0.012139 0.059894 0.633031 0.048076 0.016905 0.998701
-0.004323 0.060061 0.632557 0.070404 0.022330 0.997269
0.002152 0.059535 0.632165 0.092672 0.039245 0.994923
0.015341 0.062580 0.635916 0.895907 0.426712 -0.123563
0.017036 0.059143 0.637023 0.941973 0.315735 -0.114010
-0.056562 0.065235 0.637897 -0.897473 0.426070 -0.114049
-0.053642 0.068873 0.636046 -0.826776 0.498045 -0.261520
-0.042085 0.065703 0.632132 -0.013660 0.026454 0.999557
-0.035234 0.067754 0.632349 -0.083268 0.076690 0.993572
-0.028087 0.067873 0.632855 -0.041580 0.063434 0.997119
-0.020011 0.067988 0.632935 0.008180 0.067449 0.997689
-0.012267 0.067991 0.632666 0.057664 0.078978 0.995207
-0.005174 0.067093 0.632331 0.080377 0.083098 0.993295
0.003395 0.067220 0.632166 0.230882 0.173830 0.957328
0.012675 0.067917 0.636731 0.845113 0.528747 -0.078809
-0.050260 0.074195 0.636867 -0.746590 0.643055 -0.170538
-0.045745 0.077608 0.635744 -0.572159 0.728806 -0.376132
-0.033213 0.073279 0.632137 -0.093514 0.104909 0.990075
-0.027936 0.074110 0.632372 -0.043872 0.112842 0.992644
-0.020310 0.074723 0.632386 0.019576 0.114483 0.993232
-0.012895 0.073566 0.632203 0.060454 0.114988 0.991526
-0.002698 0.077434 0.632217 -0.071689 -0.114547 0.990828
0.004634 0.076963 0.636379 0.653168 0.754386 0.065373
0.009192 0.073375 0.637412 0.746660 0.656822 -0.105279
-0.042099 0.081263 0.637255 -0.544969 0.825411 -0.147328
-0.036009 0.084110 0.636459 -0.394964 0.911412 -0.115460
-0.028551 0.086287 0.636523 -0.205904 0.978555 -0.005820
-0.019822 0.086587 0.635558 0.017104 0.998543 0.051182
-0.011896 0.085933 0.636633 0.200645 0.979450 -0.020487
-0.004527 0.083132 0.636765 0.384980 0.921748 0.046591
0.000334 0.080761 0.637592 0.561035 0.827710 0.011686
-0.024530 0.088091 0.639084 -0.119112 0.991100 -0.059440
-0.020643 0.088175 0.638680 -0.017264 0.996611 -0.080431
-0.015963 0.088007 0.638389 0.094168 0.992224 -0.081386
-0.026791 0.007479 0.644175 -0.142014 -0.989654 -0.020445
-0.019987 0.007121 0.643998 0.017351 -0.999646 -0.020167
-0.013610 0.007493 0.644008 0.191197 -0.981325 -0.021099
-0.042888 0.013940 0.644047 -0.540207 -0.841359 -0.017064
-0.036154 0.010358 0.644222 -0.375849 -0.926488 -0.018888
-0.029815 0.008518 0.643782 -0.223650 -0.974421 -0.022008
-0.010448 0.008527 0.644075 0.261919 -0.964844 -0.021770
-0.003980 0.010764 0.644032 0.427788 -0.903669 -0.019472
0.002170 0.014278 0.643973 0.574600 -0.818252 -0.017272
-0.050665 0.020803 0.643985 -0.745204 -0.666555 -0.019382
-0.046786 0.016973 0.643824 -0.644487 -0.764398 -0.018222
0.006243 0.017524 0.644107 0.676306 -0.736336 -0.020464
0.010069 0.021560 0.644000 0.775283 -0.631303 -0.019804
-0.056836 0.030282 0.643937 -0.905144 -0.424551 -0.021701
-0.054657 0.026272 0.643977 -0.849774 -0.526812 -0.018782
-0.032807 0.028755 0.647387 0.542048 0.840017 -0.023578
-0.018958 0.025237 0.647527 -0.060741 0.998081 0.012046
0.014134 0.027644 0.644088 0.871736 -0.489539 -0.020683
0.016225 0.031152 0.644473 0.925979 -0.377062 -0.019646
-0.058996 0.036094 0.643984 -0.952888 -0.302649 -0.020219
-0.041766 0.035665 0.646568 0.896182 0.438138 -0.069949
0.018551 0.036491 0.644764 0.928244 -0.290436 0.232400
0.026334 0.039008 0.647383 -0.253442 0.313065 0.915291
-0.060661 0.043951 0.644186 -0.993242 -0.115561 -0.010778
-0.044397 0.043711 0.647559 0.993140 0.105992 -0.049393
0.020904 0.044197 0.645556 0.510287 -0.155519 0.845826
0.027728 0.045274 0.645709 -0.205582 -0.343259 0.916466
0.033894 0.045179 0.646893 -0.449827 -0.340171 0.825796
-0.060567 0.051897 0.644124 -0.994260 0.106906 -0.004367
-0.043824 0.055398 0.646281 0.871740 -0.305737 -0.382875
0.002315 0.052652 0.646416 -0.927202 -0.230342 -0.295361
0.020741 0.050867 0.645924 0.658181 -0.291450 0.694158
0.026644 0.048783 0.647355 -0.202490 -0.616172 0.761137
0.033557 0.048157 0.647420 -0.437882 -0.555301 0.707036
-0.058900 0.059923 0.644079 -0.955557 0.294467 -0.014125
-0.042197 0.060090 0.646102 0.826200 -0.439355 -0.352649
-0.039213 0.063557 0.647454 0.711985 -0.569678 -0.410542
-0.000332 0.058942 0.647810 -0.843612 -0.456223 -0.283161
0.000533 0.057424 0.647559 -0.876062 -0.382872 -0.293129
0.015658 0.063356 0.643715 0.904951 0.425188 -0.016677
0.017250 0.059792 0.643825 0.944964 0.326911 -0.013138
-0.056721 0.065536 0.644227 -0.900291 0.434879 -0.018891
-0.054396 0.069361 0.644216 -0.839320 0.543178 -0.022347
-0.041352 0.066871 0.642191 0.657617 -0.512850 -0.551838
-0.035902 0.067804 0.646575 0.575910 -0.700700 -0.421126
-0.030138 0.071082 0.646946 0.394259 -0.846618 -0.357488
-0.010765 0.071027 0.646871 -0.439553 -0.814903 -0.377791
-0.004581 0.067380 0.645365 -0.641482 -0.633292 -0.432947
0.013286 0.067909 0.644091 0.851096 0.524978 -0.005768
-0.050403 0.074727 0.644010 -0.752740 0.657924 -0.022791
-0.046212 0.078589 0.644140 -0.639757 0.768364 -0.018118
-0.020124 0.073058 0.647213 -0.050876 -0.945405 -0.321902
-0.013613 0.073021 0.645810 -0.317126 -0.867664 -0.382872
0.005231 0.077489 0.644172 0.646892 0.762483 -0.012235
0.009478 0.073447 0.643755 0.751085 0.659918 -0.019478
-0.042368 0.081605 0.644028 -0.553525 0.832519 -0.022849
-0.036046 0.084663 0.643957 -0.391039 0.920309 -0.010981
-0.028340 0.087006 0.644178 -0.200961 0.979553 -0.009471
-0.019486 0.086953 0.643215 0.028287 0.999361 -0.021844
-0.011753 0.086496 0.644022 0.213082 0.976960 -0.012046
-0.004442 0.083858 0.644077 0.391297 0.920184 -0.012162
0.001160 0.080670 0.644123 0.537426 0.843095 -0.019085
-0.024237 0.088087 0.642658 -0.107982 0.994136 -0.005840
-0.020285 0.088224 0.644002 -0.007671 0.999951 -0.006332
-0.015686 0.088035 0.644230 0.085277 0.996271 -0.013106
-0.032489 0.007964 0.648253 -0.263718 -0.964412 -0.019026
-0.026810 0.007426 0.652150 -0.147129 -0.989067 -0.010011
-0.019985 0.007012 0.652120 0.018655 -0.999786 -0.008974
-0.013572 0.007424 0.652067 0.193230 -0.981110 -0.009217
-0.043024 0.013904 0.652066 -0.542855 -0.839732 -0.012607
-0.035884 0.010155 0.652042 -0.369491 -0.929206 -0.007223
-0.030024 0.008488 0.651876 -0.230964 -0.972921 -0.008945
-0.010055 0.008519 0.651914 0.275303 -0.961323 -0.008145
-0.004029 0.010648 0.651975 0.423132 -0.906009 -0.010391
0.002429 0.014327 0.652002 0.581149 -0.813655 -0.015245
-0.050838 0.020819 0.652060 -0.746579 -0.665037 -0.018590
-0.046844 0.016945 0.652002 -0.647236 -0.762113 -0.016417
0.006335 0.017484 0.651918 0.671521 -0.740901 -0.011189
0.010054 0.021383 0.652044 0.771685 -0.635921 -0.010303
-0.056975 0.030071 0.652198 -0.901138 -0.432920 -0.023053
-0.054734 0.026155 0.651970 -0.847011 -0.531128 -0.021821
-0.034285 0.030840 0.655252 0.575670 0.713079 0.400153
-0.028716 0.028268 0.653529 0.391567 0.870658 0.297707
-0.020247 0.026398 0.653899 0.006759 0.960335 0.278767
-0.012533 0.027946 0.652811 -0.358650 0.909815 0.208821
-0.007700 0.029743 0.649840 -0.502688 0.839491 0.206300
0.014086 0.027354 0.651927 0.874003 -0.485894 -0.005013
0.016299 0.031330 0.652236 0.929340 -0.369200 -0.004249
-0.059105 0.035889 0.652206 -0.955663 -0.293737 -0.020661
-0.041362 0.038868 0.652025 0.931613 0.362477 -0.026605
-0.037264 0.035046 0.654347 0.779435 0.556304 0.288110
-0.004245 0.034446 0.652690 -0.709906 0.674983 0.201077
0.000000 0.039204 0.652894 -0.842194 0.396547 0.365322
0.015962 0.032291 0.650556 0.926866 -0.375339 -0.006393
0.017675 0.035997 0.651923 0.953724 -0.299496 0.026688
0.028826 0.039155 0.649021 -0.287817 0.071559 0.955008
0.035885 0.038960 0.652486 -0.561937 -0.454682 0.691007
0.041007 0.038773 0.655048 0.257375 -0.911548 -0.320684
-0.060699 0.044075 0.652103 -0.994561 -0.103369 -0.012776
-0.042136 0.045000 0.654025 0.990795 0.087802 0.103029
-0.000616 0.040821 0.654539 -0.908097 0.408842 0.090604
0.000633 0.045653 0.653661 -0.990986 0.118742 0.062023
0.019107 0.043559 0.652079 0.992323 -0.099934 0.072855
0.029138 0.042298 0.648951 -0.331860 0.127560 0.934664
0.036518 0.045077 0.650879 -0.638264 -0.346787 0.687283
0.041398 0.044795 0.653612 -0.941080 -0.064235 0.332029
-0.060598 0.051999 0.651959 -0.994651 0.102674 -0.011267
-0.042045 0.052245 0.653350 0.978765 -0.196080 -0.059765
-0.000497 0.054532 0.654713 -0.945323 -0.325369 0.022339
0.000765 0.051613 0.652233 -0.984031 -0.156763 -0.084315
0.019099 0.051728 0.651610 0.988521 0.053274 0.141377
0.028588 0.049084 0.649022 -0.246951 -0.675915 0.694373
0.035512 0.048944 0.652139 -0.508691 -0.647231 0.567736
0.041298 0.048728 0.654762 0.380555 0.797053 -0.468919
-0.058898 0.060044 0.651978 -0.955868 0.293349 -0.016223
-0.040938 0.057662 0.651859 0.904894 -0.385154 -0.181173
-0.038033 0.061731 0.653525 0.778856 -0.616392 -0.115949
-0.003038 0.060282 0.652984 -0.830329 -0.546624 -0.108426
0.000344 0.056480 0.650128 -0.928224 -0.349316 -0.127982
0.015686 0.063379 0.651664 0.895558 0.444740 -0.013478
0.017376 0.059607 0.652322 0.948228 0.317591 -0.000199
-0.056817 0.065600 0.652208 -0.901263 0.432764 -0.020984
-0.054469 0.069511 0.651875 -0.850197 0.526301 -0.013110
-0.034469 0.065847 0.652162 0.598963 -0.774682 -0.202761
-0.028106 0.069032 0.653269 0.349747 -0.929335 -0.118376
-0.019984 0.070634 0.653112 -0.027112 -0.992337 -0.120548
-0.012028 0.068878 0.652858 -0.458760 -0.874864 -0.155408
-0.006775 0.065467 0.652193 -0.703697 -0.697009 -0.137800
0.013162 0.068259 0.652330 0.841622 0.540017 -0.007341
0.016161 0.065123 0.650498 0.771454 0.523443 0.361755
-0.050640 0.074688 0.652072 -0.757582 0.652520 -0.016950
-0.046475 0.078600 0.651849 -0.641286 0.767178 -0.013803
-0.024782 0.072290 0.648461 0.168551 -0.939252 -0.298993
-0.017510 0.072294 0.648550 -0.137313 -0.926957 -0.349137
-0.015733 0.072254 0.648052 -0.216824 -0.917639 -0.333055
0.005103 0.077614 0.652214 0.639684 0.768635 -0.002240
0.009400 0.073593 0.652002 0.742469 0.669825 0.008549
-0.042542 0.081619 0.652025 -0.548353 0.836146 -0.013004
-0.035949 0.084763 0.651920 -0.376833 0.926180 -0.013698
-0.027909 0.087036 0.651944 -0.189028 0.981945 -0.007266
-0.019585 0.086873 0.651586 0.027258 0.999627 -0.001432
-0.012054 0.086596 0.652037 0.204835 0.978796 -0.000989
-0.003993 0.083685 0.651847 0.389749 0.920920 0.001331
0.000974 0.080792 0.651755 0.532332 0.846526 -0.004076
-0.020601 0.088207 0.651792 -0.014331 0.999897 0.000402
-0.015712 0.088029 0.648635 0.112772 0.993578 0.009290
-0.032268 0.007867 0.659291 -0.269487 -0.962943 -0.010820
-0.026976 0.007393 0.659926 -0.145412 -0.989348 -0.006783
-0.020008 0.006964 0.660058 0.016249 -0.999860 -0.003933
-0.013362 0.007420 0.660112 0.192786 -0.981228 -0.004981
-0.043075 0.013842 0.659954 -0.537879 -0.842959 -0.010294
-0.036123 0.010193 0.660019 -0.371996 -0.928194 -0.008599
-0.030152 0.008399 0.659773 -0.238573 -0.971068 -0.010499
-0.010082 0.008485 0.659764 0.272239 -0.962215 -0.005254
-0.004017 0.010583 0.659976 0.419694 -0.907645 -0.006161
0.002405 0.014197 0.660179 0.581546 -0.813484 -0.006972
-0.050965 0.020702 0.660020 -0.742780 -0.669340 -0.016188
-0.046963 0.016769 0.659783 -0.642022 -0.766536 -0.015201
-0.025655 0.023707 0.663632 0.209177 0.756596 0.619522
-0.020147 0.023677 0.662782 -0.022749 0.815600 0.578168
-0.015544 0.023792 0.663903 -0.201487 0.745773 0.635001
0.006429 0.017528 0.660063 0.673878 -0.738816 -0.006187
0.010088 0.021309 0.660083 0.773825 -0.633331 -0.009361
-0.057073 0.029842 0.660302 -0.900017 -0.435433 -0.019182
-0.054811 0.025915 0.660030 -0.843944 -0.536097 -0.018927
-0.034595 0.029680 0.661669 0.534103 0.626311 0.567863
-0.028144 0.026468 0.660769 0.328311 0.769267 0.548125
-0.019766 0.025882 0.660234 -0.047113 0.798259 0.600469
-0.011797 0.027656 0.660955 -0.318639 0.751961 0.577081
-0.005675 0.030094 0.661757 -0.490915 0.634360 0.597152
0.014151 0.027373 0.659902 0.872641 -0.488297 -0.007921
0.016304 0.031134 0.660123 0.930006 -0.367360 -0.011622
-0.059322 0.035971 0.660230 -0.957306 -0.287869 -0.026402
-0.041506 0.037949 0.662205 0.759619 0.342654 0.552781
-0.037933 0.034686 0.660027 0.702964 0.490751 0.514786
-0.002247 0.035800 0.661020 -0.692134 0.457394 0.558338
0.000517 0.037753 0.662301 -0.723941 0.351977 0.593314
0.017725 0.035869 0.660073 0.962769 -0.270283 -0.004748
0.039378 0.039170 0.657416 -0.689314 -0.614648 0.383476
0.042810 0.038753 0.660267 -0.143826 -0.989541 0.011028
-0.060872 0.044051 0.660153 -0.995401 -0.093903 -0.018930
-0.042954 0.044396 0.660987 0.887524 0.120828 0.444636
-0.039964 0.041178 0.657897 0.829524 0.219407 0.513567
-0.000511 0.042079 0.658654 -0.876240 0.280196 0.392039
0.001601 0.044332 0.661326 -0.838544 0.185516 0.512278
0.019192 0.043421 0.660131 0.995665 -0.092919 -0.004198
0.039279 0.040652 0.657169 -0.898462 0.060142 0.434912
0.044203 0.043656 0.660890 0.664883 -0.577167 -0.474140
-0.060778 0.052048 0.659911 -0.995518 0.089718 -0.029914
-0.042486 0.052277 0.660585 0.910583 -0.204436 0.359227
-0.039998 0.054191 0.659135 0.775856 -0.228130 0.588221
-0.000623 0.054863 0.658067 -0.891905 -0.352254 0.283589
0.001641 0.051826 0.660916 -0.869450 -0.171735 0.463210
0.019136 0.051740 0.659983 0.995922 0.089675 -0.009920
0.039487 0.049206 0.656737 -0.903724 -0.309528 0.295762
0.043295 0.048904 0.660140 -0.860290 0.504215 0.075282
-0.059216 0.059865 0.660063 -0.956666 0.289357 -0.032589
-0.041021 0.058278 0.661563 0.828654 -0.373558 0.416878
-0.038265 0.061571 0.660141 0.740147 -0.570340 0.356224
-0.002994 0.060642 0.660328 -0.740336 -0.555475 0.378617
0.000564 0.057547 0.662729 -0.752243 -0.382278 0.536650
0.015908 0.063048 0.658263 0.900454 0.434496 -0.019911
0.017272 0.060021 0.660108 0.944954 0.327018 -0.010993
-0.056979 0.065699 0.660211 -0.905154 0.424417 -0.023808
-0.054584 0.069777 0.659761 -0.846180 0.532268 -0.025901
-0.034570 0.066005 0.661305 0.550303 -0.704750 0.447765
-0.028032 0.069441 0.660873 0.312350 -0.849799 0.424592
-0.020053 0.070633 0.660294 -0.031160 -0.934810 0.353778
-0.011801 0.068732 0.660590 -0.448894 -0.823703 0.346422
-0.006504 0.065538 0.661611 -0.625907 -0.647615 0.434551
0.013621 0.067794 0.659997 0.860611 0.509165 0.010003
0.016915 0.064065 0.661424 0.940901 0.141713 0.307607
-0.050725 0.074869 0.660110 -0.754100 0.656359 -0.022948
-0.046416 0.078799 0.659860 -0.643815 0.765142 0.007812
-0.025059 0.072403 0.663563 0.158333 -0.746899 0.645812
-0.020436 0.072502 0.663350 -0.022586 -0.809224 0.587065
-0.015312 0.072338 0.663778 -0.215681 -0.790727 0.572916
0.005353 0.077495 0.660072 0.649644 0.760162 0.010820
0.009625 0.073421 0.660137 0.751496 0.659713 0.005740
-0.042845 0.081517 0.660075 -0.549879 0.835183 -0.010151
-0.036110 0.084961 0.659930 -0.389399 0.920852 -0.019995
-0.028292 0.087059 0.659742 -0.187020 0.982325 -0.007826
-0.019474 0.086963 0.659474 0.034556 0.999334 -0.011686
-0.011923 0.086589 0.659960 0.208553 0.978011 0.000296
-0.004063 0.083625 0.660027 0.401294 0.915932 0.005630
0.001059 0.080787 0.660091 0.533389 0.844627 0.045845
-0.024722 0.088104 0.661001 -0.107749 0.993993 -0.019169
-0.020089 0.088261 0.659821 0.007139 0.999890 -0.012967
-0.032333 0.007960 0.669683 -0.265575 -0.964077 0.005081
-0.026980 0.007369 0.667969 -0.134628 -0.989371 0.054967
-0.019895 0.006915 0.668038 0.015182 -0.996938 0.076706
-0.013333 0.007440 0.668224 0.182162 -0.982669 0.034344
-0.043143 0.013964 0.668393 -0.538418 -0.838616 0.082636
-0.036015 0.010789 0.668601 -0.330502 -0.914502 0.233355
-0.029277 0.010059 0.668527 -0.067056 -0.782943 0.618469
-0.019883 0.012509 0.668563 -0.080966 0.089739 0.992669
-0.010644 0.010079 0.668804 0.167861 -0.739411 0.651993
-0.004035 0.011163 0.668392 0.450282 -0.854653 0.258483
0.002392 0.014284 0.668387 0.604506 -0.778879 0.167094
-0.050930 0.020859 0.668460 -0.718477 -0.648346 0.251869
-0.045063 0.019002 0.669264 -0.339122 -0.193033 0.920725
-0.036061 0.020270 0.669618 0.210760 0.350098 0.912695
-0.028093 0.020359 0.667211 0.236929 0.506948 0.828775
-0.019753 0.019927 0.666506 -0.032762 0.556340 0.830308
-0.012092 0.020329 0.667510 -0.141436 0.473273 0.869487
-0.004243 0.020312 0.668533 -0.038159 0.236444 0.970896
0.005020 0.018828 0.668139 0.410313 -0.418925 0.810028
0.010029 0.021397 0.668303 0.730413 -0.633688 0.254825
-0.057148 0.029752 0.668647 -0.878724 -0.467347 0.097118
-0.053145 0.027524 0.669201 -0.237468 -0.325633 0.915190
-0.044081 0.028366 0.668738 0.266749 0.215665 0.939326
-0.036895 0.027211 0.666192 0.434051 0.522412 0.733952
-0.030479 0.024651 0.664795 0.336681 0.677911 0.653516
-0.016831 0.024828 0.664239 -0.209763 0.669445 0.712631
-0.010688 0.025116 0.665261 -0.248971 0.631415 0.734389
-0.003412 0.027461 0.666325 -0.355788 0.423762 0.832971
0.003789 0.028552 0.668436 -0.266979 0.082101 0.960199
0.012877 0.027790 0.668900 0.525135 -0.442815 0.726739
0.016334 0.031311 0.668275 0.934918 -0.354070 0.023722
-0.059030 0.036195 0.668900 -0.928589 -0.279540 0.244090
-0.051870 0.036238 0.670288 0.336796 0.060294 0.939645
-0.044897 0.035992 0.666924 0.565189 0.242979 0.788367
-0.039380 0.032783 0.664763 0.617077 0.429749 0.659190
-0.001020 0.033086 0.664938 -0.569422 0.413454 0.710503
0.004280 0.036189 0.667226 -0.508540 0.245549 0.825284
0.011560 0.035908 0.669977 -0.214674 0.175814 0.960731
0.017662 0.036376 0.668734 0.913260 -0.131033 0.385729
0.044913 0.038470 0.668151 0.061370 -0.996961 -0.047992
0.048192 0.039283 0.670353 0.961382 -0.263962 -0.077905
-0.059732 0.044108 0.669360 -0.610877 0.068729 0.788737
-0.051710 0.043856 0.669573 0.349417 0.071169 0.934260
-0.046076 0.043946 0.666069 0.693211 0.074454 0.716878
0.005463 0.043877 0.666127 -0.590480 0.139493 0.794905
0.011688 0.044055 0.668473 -0.121330 0.133002 0.983661
0.018609 0.043973 0.668367 0.311263 0.124829 0.942090
0.039992 0.044478 0.665693 -0.923813 -0.354066 0.145629
0.042408 0.043022 0.667381 -0.866462 -0.489339 0.098950
0.048586 0.043880 0.668873 0.991247 -0.055308 -0.119880
-0.059816 0.051995 0.669133 -0.567167 -0.017509 0.823417
-0.051691 0.052004 0.669531 0.296341 -0.066104 0.952792
-0.045735 0.052509 0.666233 0.669926 -0.135641 0.729932
0.005470 0.052355 0.666162 -0.587559 -0.149072 0.795332
0.011689 0.052146 0.668395 -0.105094 -0.134608 0.985310
0.018393 0.051772 0.668477 -0.215534 -0.208594 0.953957
0.046094 0.048987 0.668064 0.406470 0.912617 -0.043723
0.048559 0.048710 0.671069 0.844008 0.534563 0.043506
-0.058669 0.059724 0.669195 -0.785573 0.148456 0.600696
-0.051628 0.060027 0.670261 0.267233 -0.095832 0.958855
-0.044468 0.060305 0.667030 0.565780 -0.245859 0.787049
-0.039418 0.063287 0.665010 0.566254 -0.426161 0.705509
-0.001412 0.062588 0.664951 -0.572407 -0.467876 0.673382
0.003981 0.060162 0.667402 -0.497148 -0.279138 0.821538
0.011798 0.060084 0.670058 -0.186316 -0.229529 0.955302
0.017116 0.059424 0.669248 0.299897 -0.125462 0.945685
-0.057084 0.065843 0.668394 -0.896583 0.440781 0.043013
-0.052241 0.068164 0.670092 0.125420 0.036651 0.991427
-0.043784 0.067839 0.668645 0.340255 -0.205412 0.917623
-0.036594 0.068882 0.666018 0.397264 -0.466599 0.790232
-0.030024 0.070957 0.664784 0.273062 -0.612190 0.742066
